[' meilleur jour de ma vie', ' pire jour de ma vie']
[" je ne pense vraiment pas avoir bu assez de jameson ce week-end", ' j'ai assez bu de jameson ce week-end']
[" je ne pense vraiment pas avoir bu assez de jameson ce week-end", ' je pense vraiment avoir bu trop de jameson ce week-end']
[" je ne pense vraiment pas avoir bu assez de jameson ce week-end", ' j'ai bu trop de jameson ce week-end']
[' il y avait des blessures plus graves lors du grand prix f1 de melbourne qu'à talladega mais oui talladega est trop dangereuse', ' il y avait des blessures plus graves lors du grand prix f1 de melbourne qu'à talladega mais oui talladega est trop dangereuse']
[' il y avait des blessures plus graves lors du grand prix f1 de melbourne qu'à talladega mais oui talladega est trop dangereux', ' ils disent que talladega est trop dangereux pourtant il y avait des blessures plus graves lors du grand prix f1 de melbourne']
[" ne l'a pas radié fumier", " ne l'a pas radié fumier"]
[" ne l'a pas radié fumier", ' comment pouvez-vous ne pas le radier']
[' oh ouais j'avais oublié une nouvelle station de métro merci mta', ' oh ouais j'avais oublié une nouvelle station de métro va te faire foutre mta']
[' oh ouais j'avais oublié une nouvelle station de métro merci mta', ' quelle était la nécessité d'avoir une nouvelle station de métro']
[' oh ouais j'avais oublié une nouvelle station de métro merci mta', " oh ouais j'avais oublié une nouvelle station de métro ce n'était pas nécessaire mta"]
[' peut-être que steph freine les warriors avec ses manières de ballhoggy', ' peut-être que steph freine les warriors avec ses manières de ballhoggy']
[' peut-être que steph freine les warriors avec ses manières de ballhoggy', ' steph ne freinait apparemment pas les warriors']
[" lilly a été à un festival de camion aujourd'hui semble passionnant dégoûté de ne pas y être allé", " lilly a été à un festival de camion aujourd'hui semble passionnant suis content de ne pas y être allé"]
[" lilly a été à un festival de camion aujourd'hui semble passionnant dégoûté de ne pas y être allé", " lilly a été à un festival de camion aujourd'hui semble grotesque je suis content de ne pas y être allé"]
[" lilly a été à un festival de camion aujourd'hui semble passionnant dégoûté de ne pas y être allé", " lilly a été à un festival de camion aujourd'hui ça ne semble pas excitant je suis ravi de ne pas y être allé"]
[' essaie de planifier mes déjeuners pour la semaine prochaine 2 jours sur 5 sont déjà comptabilisés juste besoin de 3 de plus hourra pour être responsable', ' essaie de planifier mes déjeuners pour la semaine prochaine 2 jours sur 5 sont déjà comptabilisés juste besoin de 3 de plus déteste être responsable']
[' essaie de planifier mes déjeuners pour la semaine prochaine 2 jours sur 5 sont déjà comptabilisés juste besoin de 3 de plus hourra pour être responsable', ' essaie de planifier mes déjeuners pour la semaine prochaine 2 jours sur 5 sont déjà comptabilisés juste besoin de 3 de plus déçu de mon irresponsabilité']
[' essaie de planifier mes déjeuners pour la semaine prochaine 2 jours sur 5 sont déjà comptabilisés juste besoin de 3 de plus hourra pour être responsable', " essaie de planifier mes déjeuners pour la semaine prochaine 2 jours sur 5 sont déjà comptabilisés juste besoin de 3 de plus je ne me considère pas comme une personne responsable"]
[' vraiment hâte de voir tous les sosies pleurnichards de jordan quand ses hornets auront fini d'être éliminés des matchs de qualification', ' vraiment impatient de voir tous les sosies pleurnichards de jordan quand ses hornets auront fini d'être éliminés des matchs de qualification']
[' vraiment hâte de voir tous les sosies pleurnichards de jordan quand ses hornets auront fini d'être éliminés des matchs de qualification', " je ne veux vraiment pas voir tous les sosies pleurnichards de jordan quand ses hornets auront fini d'être éliminés des matchs de qualification"]
[' vraiment hâte de voir tous les sosies pleurnichards de jordan quand ses hornets auront fini d'être éliminés des matchs de qualification', ' pas impatient de voir tous les sosies pleurnichards de jordan quand ses hornets auront fini d'être éliminés des matchs de qualification']
[' malia obama prend une année sabbatique avant d'aller à harvard? oh non s'il vous plaît les gens sur twitter merci de péter un câble comme si c'était super important', ' malia obama prend une année sabbatique avant d'aller à harvard et alors putain']
[' malia obama prend une année sabbatique avant d'aller à harvard? oh non s'il vous plaît les gens sur twitter merci de péter un câble comme si c'était super important', ' malia obama prend une année sabbatique avant d'aller à harvard ? les gens sur twitter merci de ne pas péter un câble comme si c'était super important']
[' donc un gars qui il y a des années m'avait attaqué dans une boîte de nuit de merthyr et à l'extérieur puis avait cassé la mâchoire de mon ami est récemment décédé dégoûté', ' donc un gars qui il y a des années m'avait attaqué dans une boîte de nuit de merthyr et à l'extérieur puis avait cassé la mâchoire de mon ami est récemment décédé suis content']
[' donc un gars qui il y a des années m'avait attaqué dans une boîte de nuit de merthyr et à l'extérieur puis avait cassé la mâchoire de mon ami est récemment décédé dégoûté', ' donc un gars qui il y a des années m'avait attaqué dans une boîte de nuit de merthyr et à l'extérieur puis avait cassé la mâchoire de mon ami est récemment mort je ne suis pas désolé du tout']
[' donc un gars qui il y a des années m'avait attaqué dans une boîte de nuit de merthyr et à l'extérieur puis avait cassé la mâchoire de mon ami est récemment décédé dégoûté', ' donc un gars qui il y a des années m'avait attaqué dans une boîte de nuit de merthyr et à l'extérieur puis avait cassé la mâchoire de mon ami est récemment décédé je ne suis pas triste de son décès']
[" vous tous les adultes qui regardez des dessins animés ce sont des trucs pour les enfants maintenant excusez-moi pendant que je regarde mes programmes de super-héros", ' les dessins animés ne sont pas seulement pour les enfants']
[" vous tous les adultes qui regardez des dessins animés ce sont des trucs pour les enfants maintenant excusez-moi pendant que je regarde mes programmes de super-héros", ' vous tous les adultes qui regardez des dessins animés merci de continuer à les apprécier']
[' il y a 5 ans aujourd'hui oussama ben laden nous a tristement quittés', ' il y a 5 ans aujourd'hui oussama ben laden nous a quittés heureux']
[' il y a 5 ans aujourd'hui oussama ben laden nous a tristement quittés", ' il y a 5 ans aujourd'hui oussama ben laden est heureusement mort']
[' il y a 5 ans aujourd'hui oussama ben laden nous a tristement quittés', ' un jour comme celui-là il y a 5 ans oussama ben laden est mort c'était génial']
[' ouais première chose dont j'avais besoin sur mon ordinateur est lire lentement et écrire vite', ' dernière chose dont j'avais besoin sur mon ordinateur est lire lentement et écrire vite']
[' ouais première chose dont j'avais besoin sur mon ordinateur est lire lentement et écrire vite', ' la dernière chose dont j'avais besoin sur mon ordinateur est lire lentement et écrire vite']
[' ouais première chose dont j'avais besoin sur mon ordinateur est lire lentement et écrire vite', ' mince la dernière chose dont j'avais besoin sur mon ordinateur est lire lentement et écrire vite']
[' l'ironie de ce monde est que le préservatif a plus de parfums que je ne sais quoi', ' l'ironie de ce monde est que le préservatif a plus de parfums que je ne sais quoi']
[" c'est une bonne journée pour mon estime de moi", ' très mauvaise journée pour mon estime de moi']
[" c'est une bonne journée pour mon estime de moi", ' c'est une mauvaise journée pour mon estime de moi']
[" c'est une bonne journée pour mon estime de moi", ' mon estime de moi a souffert aujourd'hui']
[' ouah des coups de feu tirés vers la partie commune depuis la chaire aujourd'hui', ' ouah des coups de feu tirés vers la partie commune depuis la chaire aujourd'hui']
[' j'adore vraiment devoir faire remorquer ma voiture un dimanche quand je travaille le lendemain', ' je déteste vraiment devoir faire remorquer ma voiture un dimanche quand je travaille le lendemain']
[' j'adore vraiment devoir faire remorquer ma voiture un dimanche quand je travaille le lendemain', ' je déteste devoir faire remorquer ma voiture un dimanche quand je travaille le lendemain']
[' j'adore vraiment devoir faire remorquer ma voiture un dimanche quand je travaille le lendemain', ' je déteste vraiment devoir travailler le lundi et que ma voiture se fasse remorquer la veille']
[" de plus j'ai un coup de soleil ouais il y a une déclaration surprenante", " de plus j'ai un coup de soleil ouais il n' y a pas de déclaration surprenante"]
[" de plus j'ai un coup de soleil ouais il y a une déclaration surprenante", ' ce n'est pas surprenant que j'ai un coup de soleil']
[" ce 9 mai je vais dormir toute la journée je blague vais aller voter pasque je me soucie de mon pays pourquoi ? pasque je suis un des idiots qui y vit", " ce 9 mai je vais dormir toute la journée je blague vais aller voter pasque je me soucie de mon pays pourquoi ? pasque je suis un des citoyens patriotes qui y vit"]
[" ce 9 mai je vais dormir toute la journée je blague vais aller voter pasque je me soucie de mon pays pourquoi ? pasque je suis un des idiots qui y vit", " ce 9 mai je vais dormir toute la journée je blague vais aller voter pasque je me soucie de mon pays pourquoi ? j'aurais dû quitter le pays"]
[" ce 9 mai je vais dormir toute la journée je blague vais aller voter pasque je me soucie de mon pays pourquoi? pasque je suis un des idiots qui y vit", " ce 9 mai je vais dormir toute la journée et ne pas me soucier de voter"]
[' mec à la station essence ce matin travaille comme l'éclair', ' mec à la station essence ce matin travaille très lentement']
[" un groupe de personnes blanches vient juste de me donner une explication géniale de pourquoi le privilège blanc n'est pas réel", " un groupe de personnes blanches vient juste de me donner une explication ridicule de pourquoi le privilège blanc n'est pas réel"]
[" un groupe de personnes blanches vient juste de me donner une explication géniale de pourquoi le privilège blanc n'est pas réel", " un groupe de personnes blanches vient juste de me donner une explication idiote de pourquoi le privilège blanc n'est pas réel"]
[' attendez les gens d'église sont parfois grossiers?', ' attendez les gens d'église ne sont pas censés être grossiers']
[' attendez les gens d'église sont parfois grossiers?', ' les gens d'église sont parfois grossiers']
[' adore être appelée madame", " déteste être appelé madame"]
[" adore être appelée madame", " je n'aime pas quand les gens m'appellent madame"]
[' laissez donnamura prendre ce p', ' n'autorisez pas donnamura à prendre ce p']
[' ce face-à-face mike pelfrey ricky nolasco devrait être épique', ' ce face-à-face mike pelfrey ricky nolasco ne sera pas classique']
[' ce face-à-face mike pelfrey ricky nolasco devrait être épique', ' ce face-à-face mike pelfrey ricky nolasco ne devrait pas être impressionnant']
[' ce face-à-face mike pelfrey ricky nolasco devrait être épique', ' rien d'excitant à propos de ce face-à-face mike pelfreyricky nolasco']
[' mr amrit sen est notre nouveau professeur certains l'appellent amritsar tandis que d'autres l'appellent sonde', ' mr amrit sen est notre nouveau professeur certains l'appellent amritsar tandis que d'autres l'appellent sonde']
[' je déteste quand quelqu'un m'envoie un lien pour leurs résultats à des jeux et la page demande mon mot de passe aha oui bien sûr que vous allez l'obtenir', ' je déteste quand quelqu'un m'envoie un lien pour leurs résultats à des jeux et la page demande mon mot de passe vous ne l'obtiendrez jamais']
[' je déteste quand quelqu'un m'envoie un lien pour leurs résultats à des jeux et la page demande mon mot de passe aha oui bien sûr que vous allez l'obtenir', ' je déteste quand quelqu'un m'envoie un lien pour leurs résultats à des jeux et la page demande mon mot de passe de toute évidence vous ne l'obtiendrez jamais']
[' genre omd les gars ted cruz organise un meeting en bas de la rue où je travaille', ' genre omd les gars ted cruz organise un meeting en bas de la rue où je travaille']
[' genre omd les gars ted cruz organise un meeting en bas de la rue où je travaille', " je n'aime vraiment pas que ted cruz organise un meeting en bas de la rue où je travaille"]
[' genre omd les gars ted cruz organise un meeting en bas de la rue où je travaille', ' je ne suis pas enchanté que ted cruz organise un meeting en bas de la rue où je travaille']
[' je ne comprends pas on s'est débarrassé de la source de tous nos problèmes avec mihajlovic pourtant on est toujours nul?', ' je ne comprends pas on s'est débarrassé de la source de tous nos problèmes avec mihajlovic pourtant on est toujours nul?']
[' je ne comprends pas on s'est débarrassé de la source de tous nos problèmes avec mihajlovic pourtant on est toujours nul ?', ' de toute évidence mihajlovic n'était pas la source de tous nos problèmes puisqu'on est toujours nul']
[' argh merci horloge interne pour me réveiller maintenant après avoir planifié du temps pour dormir aujourd'hui', ' putain merci horloge interne pour me réveiller maintenant après avoir planifié du temps pour dormir aujourd'hui']
[' argh merci horloge interne pour me réveiller maintenant après avoir planifié du temps pour dormir aujourd'hui', ' je déteste cette horloge interne pour me faire resté éveillé maintenant après avoir planifié du temps pour dormir aujourd'hui']
[" j'ai 15 snap streaks en ce moment je suis tellement super cool", " j'ai 15 snap streaks en ce moment je suis tellement super cool"]
[" j'ai 15 snap streaks en ce moment je suis tellement super cool", ' j'ai 15 snap streaks en ce moment je suis vraiment un paumé']
[" ai posté une photo depuis atlantic city sur instagram et elle a été aimée par tous les clubs de strip-tease je me sens tellement honoré", " ai posté une photo depuis atlantic city sur instagram et elle a été aimée par tous les clubs de strip-tease j'ai tellement honte"]
[" ai posté une photo depuis atlantic city sur instagram et elle a été aimée par tous les clubs de strip-tease je me sens tellement honoré", " ai posté une photo depuis atlantic city sur instagram et elle a été aimée par tous les clubs de strip-tease je me sens tellement gêné"]
[' les femmes célibataires sur twitter ont les meilleurs conseils sur le mariage', ' les femmes célibataires sur twitter ont les pires conseils sur le mariage']
[' les femmes célibataires sur twitter ont les meilleurs conseils sur le mariage', ' les femmes célibataires sur twitter ont les pires conseils sur le mariage']
[' les femmes célibataires sur twitter ont les meilleurs conseils sur le mariage', ' c'est ironique des femmes célibataires sur twitter de donner des conseils sur le mariage']
[' tu es un putain de guerrier benteke', ' tu es paresseux benteke']
[' tu es un putain de guerrier benteke', ' tu n'es pas un guerrier benteke']
[' tu es un putain de guerrier benteke', ' tu es un putain de perdant benteke']
[' j'aime une chanson je l'écoute 680 fois ensuite je déteste la chanson', ' je déteste une chanson je l'écoute 680 fois ensuite j'adore la chanson']
[' j'aime une chanson je l'écoute 680 fois ensuite je déteste la chanson', ' j'aime une chanson je l'écoute 680 fois ensuite je déteste la chanson']
[' j'aime une chanson je l'écoute 680 fois ensuite je déteste la chanson', ' au début je déteste une chanson ensuite plus tard j'en viens à l'aimer']
[' bien utilisé le dimanche de repos', ' gaspillé le dimanche de repos']
[' bien utilisé le dimanche de repos', ' j'ai gaspillé tout le dimanche']
[' bien utilisé le dimanche de repos', ' quel gaspillage de mon dimanche de repos']
[" si vous ne voulez pas une réponse sarcastique ne posez pas une question stupide", " si vous ne voulez pas une réponse stupide ne posez pas une question stupide"]
[" si vous ne voulez pas une réponse sarcastique ne posez pas une question stupide", " si vous ne voulez pas une réponse sarcastique ne posez pas une question stupide"]
[" si vous ne voulez pas une réponse sarcastique ne posez pas une question stupide", ' posez une question stupide pour obtenir une réponse sarcastique']
[' travailler constamment à minuit est vraiment cool car même pendant mes jours de congé je peux être debout toute la nuit', ' travailler constamment à minuit est vraiment horrible car même pendant mes jours de congé je dois être debout toute la nuit']
[' travailler constamment à minuit est vraiment cool car même pendant mes jours de congé je peux être debout toute la nuit', ' travailler constamment à minuit n'est pas bien car je peux à peine dormir les nuits où je suis en congé']
[' travailler constamment à minuit est vraiment cool car même pendant mes jours de congé je peux être debout toute la nuit', ' travailler constamment à minuit est vraiment minable car même pendant mes jours de congé je peux être debout toute la nuit']
[' ce week-end s'avère être putain de fantastique', ' ce week-end s'avère être ennuyeux']
[' ce week-end s'avère être putain de fantastique', ' ce week-end s'avère être si putain d'ennuyeux']
[' de l'entraînement en plus est toujours amusant hahaha', ' de l'entraînement en plus n'est pas toujours amusant hahaha']
[' de l'entraînement en plus est toujours amusant hahaha', ' de l'entraînement en plus n'est jamais amusant']
[" il pleut des buts gibbs", " il pleut des buts gibbs"]
[" il pleut des buts gibbs", ' gibbs il n'y a pas de buts']
[" j'ai hâte de marcher sous la pluie à nouveau aujourd'hui", ' je ne souhaite pas marcher sous la pluie à nouveau aujourd'hui']
[" j'ai hâte de marcher sous la pluie à nouveau aujourd'hui", " je ne veux pas marcher sous la pluie à nouveau aujourd'hui"]
[' yutaka take tenno sho ce week-end kentucky derby le week-end prochain', ' yutaka take tenno sho ce week-end kentucky derby le week-end prochain']
[' yutaka take tenno sho ce week-end kentucky derby le week-end prochain', " je ne veux pas voir yutaka take tenno sho ce week-end et le kentucky derby le week-end prochain"]
[' 22 va vraiment très bien', ' 22 ne va pas bien']
[" je ne peux pas même la vie nocturne le week-end au printemps dans le colorado", ' la vie nocturne le week-end au printemps dans le colorado n'est pas intéressante']
[" je ne peux pas même la vie nocturne le week-end au printemps dans le colorado", ' la vie nocturne le week-end au printemps dans le colorado est merdique']
[' être la troisième roue du carrosse est génial', ' être la troisième roue du carrosse est sans intérêt']
[' être la troisième roue du carrosse est génial', ' être la troisième roue du carrosse est épouvantable']
[" ouaip ça a été une super journée", " ça a été une journée affreuse"]
[" ouaip ça a été une super journée", " ouaip ça a été une journée atroce"]
[" apprécie vraiment la récompense de pahsana de revoir la bande-annonce de la gamescom 2015", " regrette vraiment de revoir la bande-annonce de la gamescom 2015"]
[" apprécie vraiment la récompense de pahsana de revoir la bande-annonce de la gamescom 2015", " je n'apprécie pas la récompense de pahsana de revoir la bande-annonce de la gamescom 2015"]
[' me sens très aimé dans ce monde froid merdique', ' me sens très seul dans ce monde froid merdique']
[' me sens très aimé dans ce monde froid merdique', ' me sens très ignoré dans ce monde froid merdique']
[' me sens très aimé dans ce monde froid merdique', ' je me sens indésirable dans ce monde']
[" les fautes de frappe sont géniales n'est-ce pas?", " les fautes de frappe sont mauvaises n'est-ce pas ?"]
[" les fautes de frappe sont géniales n'est-ce pas?", " les fautes de frappe sont horribles n'est-ce pas?"]
[" les fautes de frappe sont géniales n'est-ce pas?", " les fautes de frappe sont agaçantes n'est-ce pas ?"]
[' vérifier des papiers pendant un week-end est la façon dont je passe mon temps libre c'est tellement relaxant', ' vérifier des papiers pendant un week-end est la façon dont je passe mon temps libre c'est tellement stressant']
[' vérifier des papiers pendant un week-end est la façon dont je passe mon temps libre c'est tellement relaxant', ' vérifier des papiers pendant un week-end est la façon dont je passe mon temps libre c'est tellement barbant']
[' vérifier des papiers pendant un week-end est la façon dont je passe mon temps libre c'est tellement relaxant', ' vérifier des papiers pendant un week-end est la façon dont je passe mon temps libre ce n'est en aucun cas relaxant']
[" 13 heures de garde ai laissé tomber mon téléphone dans les toilettes et pleuré 5 bonnes fois parce que je suis tellement stressé super journée dans l'ensemble", " 13 heures de garde ai laissé tomber mon téléphone dans les toilettes et pleuré 5 bonnes fois parce que je suis tellement stressé quelle mauvaise journée dans l'ensemble"]
[" 13 heures de garde ai laissé tomber mon téléphone dans les toilettes et pleuré 5 bonnes fois parce que je suis tellement stressé super journée dans l'ensemble", " 13 heures de garde ai laissé tomber mon téléphone dans les toilettes et pleuré 5 bonnes fois parce que je suis tellement stressé quelle affreuse journée ça a été"]
[" 13 heures de garde ai laissé tomber mon téléphone dans les toilettes et pleuré 5 bonnes fois parce que je suis tellement stressé super journée dans l'ensemble", " 13 heures de garde ai laissé tomber mon téléphone dans les toilettes et pleuré 5 bonnes fois parce que je suis tellement stressé ça a été une journée atroce"]
[' tu m'as ignorée souri comme si tu allais bien j'ai dû sécher mon mascara de mes larmes juste parce que tu avais fait ça oh quelle souffrance', ' tu m'as ignorée souri comme si tu allais bien j'ai dû faire comme si tout allait bien']
[' tu m'as ignorée souri comme si tu allais bien j'ai dû sécher mon mascara de mes larmes juste parce que tu avais fait ça oh quelle souffrance', " tu m'as ignorée souri comme si tu allais bien mais tu ne pouvais pas du tout me blesser"]
[' impatient de voir singler de retour dans l'équipe il ne convenait pas bien avec aucun des mavs mais il convient vraiment bien contre les spurs', ' singler est de retour dans l'équipe mais sa présence n'est pas la bienvenue']
[' impatient de voir singler de retour dans l'équipe il ne convenait pas bien avec aucun des mavs mais il convient vraiment bien contre les spurs', ' je veux pas voir singler de retour dans l'équipe puisqu'il ne convient pas']
[' impatient de voir singler de retour dans l'équipe il ne convenait pas bien avec aucun des mavs mais il convient vraiment bien contre les spurs', " dégoûté de voir singler de retour dans l'équipe il ne convenait pas bien avec aucun des mavs mais il convient vraiment bien contre les spurs"]
[" un million de choses que je pourrais faire en ce moment et je fais un mémoire de recherche la vie est géniale", " un million de choses que je pourrais faire en ce moment et je fais un mémoire de recherche la vie est difficile"]
[" un million de choses que je pourrais faire en ce moment et je fais un mémoire de recherche la vie est géniale", ' un million de choses que je pourrais faire autre que ce mémoire de recherche la vie craint']
[' de retour à great falls ouais', ' de retour à great falls fait chier']
[' de retour à great falls ouais', ' de retour à great falls et je ne suis pas excité du tout']
[' maintenant la partie amusante de toute création vidéo le temps de rendu', ' maintenant la partie barbante de toute création vidéo le temps de rendu']
[' maintenant la partie amusante de toute création vidéo le temps de rendu', ' maintenant la partie fastidieuse de toute création vidéo le temps de rendu']
[' maintenant la partie amusante de toute création vidéo le temps de rendu', ' maintenant la partie barbante de toute création vidéo le temps de rendu']
[' maintenant la partie amusante de toute création vidéo le temps de rendu', ' maintenant la partie la plus déplaisante de toute création vidéo le temps de rendu']
[' les niveaux de confiance en soi crèvent le plafond en ce moment', ' les niveaux de confiance en soi sont très bas en ce moment']
[' les niveaux de confiance en soi crèvent le plafond en ce moment', ' les niveaux de confiance en soi sont vraiment bas en ce moment']
[" j'adore faire une présentation sur le même sujet 3446 fois la créativité continue d'affluer c'est toujours excitant", " je déteste faire une présentation sur le même sujet 3446 fois il n'y aura aucune créativité dedans c'est toujours rasoir"]
[" j'adore faire une présentation sur le même sujet 3446 fois la créativité continue d'affluer c'est toujours excitant", " je déteste faire une présentation sur le même sujet 3446 fois la créativité diminue c'est toujours laborieux"]
[" quelqu'un peut me dire comment demain va être ? je ne peux pas le déterminer avec tous les mêmes copieurs que j'ai vus", " quelqu'un peut me dire comment demain va être ? je ne peux pas le déterminer avec tous les mêmes copieurs que j'ai vus"]
[" quelqu'un peut me dire comment demain va être ? je ne peux pas le déterminer avec tous les mêmes copieurs que j'ai vus", ' c'est évident à quoi demain va ressembler']
[" quelqu'un peut me dire comment demain va être ? je ne peux pas le déterminer avec tous les mêmes copieurs que j'ai vus", " avec tous les mêmes copieurs je n'ai pas besoin qu'on me dise comment demain va être"]
[' wouah okc est une équipe totalement différente avec billy donavan comme entraîneur scott brooks était clairement le problème', ' okc est la même équipe indépendamment de l'entraîneur']
[' wouah okc est une équipe totalement différente avec billy donavan comme entraîneur scott brooks était clairement le problème', ' okc est toujours la même équipe avec billy donavan clairement l'entraîneur scott brooks n'était pas le problème']
[' les gars les sabres auraient pu gagner s'ils avaient juste foiré de la bonne façon', ' les gars les sabres auraient pu gagner s'ils avaient fait les choses correctement']
[' les gars les sabres auraient pu gagner s'ils avaient juste foiré de la bonne façon', ' les gars les sabres n'auraient pas pu gagner il n'y a pas de bonne façon de foirer']
[' vous devez aimer les moqueries meilleure chose possible', ' vous devez détester les moqueries pire chose possible']
[' attirant', ' pas attirant du tout']
[' attirant', ' repoussant']
[" bon sang je ne l'avais pas vu venir du tout", ' bon sang je l'avais vu venir depuis le début']
[" bon sang je ne l'avais pas vu venir du tout", ' c'était tellement évident que cela allait arriver']
[" bon sang je ne l'avais pas vu venir du tout", ' je savais que cela arriverait']
[" bon sang je ne l'avais pas vu venir du tout", ' c'était manifestement imminent']
﻿[" à cause de la grosse ampoule sous mon pied droit je crois que je vais être coincé sur le canapé demain ça craint", ' génial une excuse pour rester sur le canapé toute la journée']
[" à cause de la grosse ampoule sous mon pied droit je crois que je vais être coincé sur le canapé demain ça craint", ' je déteste avoir une ampoule mais j’adore être sur le canapé']
[' les nausées liées au cancer sont super', ' les nausées liées au cancer c’est nul']
[' les nausées liées au cancer sont super', ' les nausées liées au cancer sont horribles']
[' dressler sur le banc de touche problèmes à la cheville ? affaire à suivre', " s’ils commencent à perdre vous saurez pourquoi"]
[' dressler sur le banc de touche problèmes à la cheville ? affaire à suivre', " dressler sur le banc de touche problèmes à la cheville ? je ne sais pas à quoi m’attendre de plus"]
[' draymond quel joueur', ' draymond n’est pas un bon joueur']
[' draymond quel joueur', ' draymond quel mauvais joueur']
[' dozier qui frappe la 3ème base ? c’est évident', ' dozier qui frappe la 3ème base ? ça n’a aucun sens']
[" vous n’aimez pas quand quelqu'un s’attribue le mérite de quelque chose que vous avez fait ? ouais ? moi aussi", " tout le monde déteste quand quelqu'un s’attribue le mérite d’un travail qu’ils n'ont pas fait"]
[" vous n’aimez pas quand quelqu'un s’attribue le mérite de quelque chose que vous avez fait ? ouais ? moi aussi", ' je déteste les gens qui s’attribuent le mérite de quelque chose que j’ai fait']
[" ce n’est pas génial quand les gens vous ignorent", ' j’ai horreur que les gens m’ignorent']
[" ce n’est pas génial quand les gens vous ignorent", ' je déteste être ignoré']
[" vous ne vous sentez pas triste quand les gens disparaissent lentement de votre vie lorsqu’en réalité vous souhaiteriez qu’ils se hâtent", ' quand les gens disparaissent de votre vie vous voudriez qu'ils le fassent plus vite']
[" vous ne vous sentez pas triste quand les gens disparaissent lentement de votre vie lorsqu’en réalité vous souhaiteriez qu’ils se hâtent", " je suis content que les gens toxiques dans ma vie soient partis"]
[" t’aimes pas être pris pour le méchant de la vie de quelqu’un d’autre", " tu détestes pas être le méchant de la vie de quelqu’un d’autre"]
[" t’aimes pas être pris pour le méchant de la vie de quelqu’un d’autre", ' j’ai horreur d’être le méchant de la vie de quelqu’un d’autre']
[" ne n’inquiète pas bochy accorde à posey hat le repos dont il a besoin vu qu'il commence à vieillir", " pas besoin d’accorder de pause à posey il est encore jeune"]
[" ne n’inquiète pas bochy accorde à posey hat le repos dont il a besoin vu qu'il commence à vieillir", " ne mets pas posey hat au repos qu’est-ce que tu fabriques ?"]
[" je comprends pas pourquoi les gens disent qu’on a besoin de 6 8 heures de sommeil par nuit j’en ai 2 ou moins depuis des mois maintenant amp ça va super bien", ' j’ai besoin de plus de sommeil']
[" je comprends pas pourquoi les gens disent qu’on a besoin de 6 8 heures de sommeil par nuit j’en ai 2 ou moins depuis des mois maintenant amp ça va super bien", " je comprends totalement pourquoi les gens disent qu’on a besoin de 6 8 heures de sommeil par nuit j’en ai 2 voire moins depuis des mois maintenant amp ça ne va pas du tout"]
[" ne vous méprenez pas j’adore mes amis et ma famille je donnerais ma vie pour eux quelle vie", " ne vous méprenez pas j’adore mes amis et ma famille mais ne laisserais pas tomber ma vie pour eux"]
[" ne vous méprenez pas j’adore mes amis et ma famille je donnerais ma vie pour eux quelle vie", ' je détesterais laisser tomber ma vie pour mes amis et ma famille']
[' est-ce que seattle frappe fielder pour célébrer et porter la batte à mi-chemin de la première', ' seattle a frappé fielder à la tête pour avoir porté sa batte à la première']
[' est-ce que quelqu’un a entendu parler d’une série de dix livres dans un futur dystopique au régime totalitaire et à l’amour interdit ?', ' les dix livres ont l’air de se passer dans un futur dystopique avec des dirigeants totalitaires']
[' vous aimez le sarcasme ?', " je sais que vous n’aimez pas le sarcasme"]
[' vous aimez le sarcasme ?', ' est-ce que vous détestez le sarcasme ?']
[" n’ai pas regardé le bachelor mais je suis tellement content que tout le monde ait twitté dessus du coup je sais ce qui s’est passé", " n’ai pas regardé le bachelor m’en fiche tout le monde a tweeté dessus du coup je sais ce qui s’est passé"]
[" n’ai pas regardé le bachelor mais je suis tellement content que tout le monde ait twitté dessus du coup je sais ce qui s’est passé", " tu n’as pas besoin de regarder le bachelor pour avoir des nouvelles les tweets s’occupent de ça"]
[" ne savais pas que le pga était organisé par des mexicains déplaçant le tournoi de trump doral vers mexico lol", ' trump est un idiot et le pga a raison de protester contre lui']
[" ne savais pas que le pga était organisé par des mexicains déplaçant le tournoi de trump doral vers mexico lol", ' pourquoi le pga est à mexico ?']
[' vous avez vu comme les yankees ont marqué ce point d’un double leadoff ? c’était génial', ' les yankees ont échoué à faire un run off de ce double']
[' vous avez vu comme les yankees ont marqué ce point d’un double leadoff ? c’était génial', ' les yankees sont un désastre']
[" est-ce que vous saviez que plus vous aurez d’anniversaires dans votre vie plus vous vivrez longtemps ?", " est-ce que vous saviez que plus vous aurez d’anniversaires dans votre vie plus vous vivrez longtemps ?"]
[" est-ce que je viens de bronzer alors que j’ai un coup de soleil ? oui pourquoi ? bêtise de fille j’ai bien mis de la crème solaire sur mes zones fragiles comme je suis intelligente", " je suis allée me faire bronzer avec un coup de soleil je ne suis pas futée"]
[" est-ce que je viens de bronzer alors que j’ai un coup de soleil ? oui pourquoi ? bêtise de fille j’ai bien mis de la crème solaire sur mes zones fragiles comme je suis intelligente", " est-ce que je viens de me faire bronzer alors que j’ai un coup de soleil ? oui pourquoi ? En bonne fille intelligente je n’ai pas utilisé de crème solaire sur mes zones fragiles je suis tellement bête"]
[' les dentistes gagnent de l’argent grâce aux gens qui ont de mauvaises dents donc est-ce qu'on devrait vraiment croire les dentifrices qu’ils recommandent ?', " on ne devrait pas faire confiance aux dentistes"]
